post_id, post_title, author, likes, post_link
116151972998_10153824328887999,Former Indian captain is worried about Steven Smith's continued success against India,Foma Ramteke,2040,http://www.sportskeeda.com/cricket/sunil-gavaskar-worried-about-steven-smiths-continued-success-against-india,2016-01-13T04:27:19+0000
116151972998_10153822382027999,5 Indian cricketers who made their first impression in Australia,Foma Ramteke,7047,http://www.sportskeeda.com/slideshow/cricket-5-indian-cricketers-made-first-impression-australia,2016-01-13T08:20:11+0000
116151972998_10153822367112999,Photos from Sportskeeda's post,Foma Ramteke,8114,https://www.facebook.com/SportsKeeda/photos/a.296831972998.145170.116151972998/10153822366207999/?type=3,2016-01-13T16:46:22+0000
116151972998_10153822273592999,Timeline Photos,Foma Ramteke,6041,https://www.facebook.com/SportsKeeda/photos/a.296831972998.145170.116151972998/10153822273592999/?type=3,2016-01-12T09:32:10+0000
116151972998_10153822260232999,5 unexpected stars from the Syed Mushtaq Ali Group Stage,Foma Ramteke,855,http://www.sportskeeda.com/slideshow/cricket-5-unexpected-stars-from-syed-mushtaq-ali-group-stage,2016-01-12T09:19:31+0000
116151972998_10153822159482999,Dale Steyn injury update ahead of the third Test against England,Foma Ramteke,684,http://www.sportskeeda.com/cricket/sa-pacer-steyn-ruled-out-of-third-test-against-england?ref=sk,2016-01-12T08:27:55+0000
116151972998_10153822073682999,Stats: Rohit Sharma starts 2016 with a BANG!,Foma Ramteke,4530,http://www.sportskeeda.com/cricket/stats-rohit-sharma-scores-fifth-highest-odi-score-in-australia,2016-01-13T16:36:47+0000
116151972998_10153822058282999,How the Team India players have fared in the Syed Mushtaq Ali Trophy so far,Foma Ramteke,2103,http://www.sportskeeda.com/slideshow/cricket-how-the-team-india-players-have-fared-in-the-syed-mushtaq-ali-trophy-so-far,2016-01-13T16:58:00+0000
116151972998_10153822043157999,Rohit Sharma stars with 171 as India post a mammoth task in front of Australia,Foma Ramteke,5388,http://www.sportskeeda.com/topic/australia-vs-india-first-odi?ref=sk,2016-01-13T05:02:45+0000
116151972998_10153821969167999,Twitter reacts to Rohit Sharma's 100,Foma Ramteke,17789,http://www.sportskeeda.com/topic/twitter-reacts-to-rohit-sharmas-100,2016-01-12T19:37:42+0000
116151972998_10153821946987999,Timeline Photos,Foma Ramteke,6850,https://www.facebook.com/SportsKeeda/photos/a.296831972998.145170.116151972998/10153821946987999/?type=3,2016-01-13T03:01:20+0000
116151972998_10153821896652999,Steve Smith reveals Barinder Sran secrets to Australia,Foma Ramteke,2505,http://www.sportskeeda.com/cricket/steve-smith-says-his-team-has-got-barinder-sran-figured-out,2016-01-13T10:34:28+0000
116151972998_10153821878687999,Timeline Photos,Foma Ramteke,2251,https://www.facebook.com/SportsKeeda/photos/a.296831972998.145170.116151972998/10153821878687999/?type=3,2016-01-12T05:24:27+0000
116151972998_10153820391037999,"Australia vs India 2016, 1st ODI: Preview, Team News, Live stream and TV Channel Info",Foma Ramteke,1400,http://www.sportskeeda.com/cricket/australia-vs-india-2016-1st-odi-preview-team-news-live-stream-tv-channel-info,2016-01-12T01:13:16+0000
116151972998_10153820323822999,OFFICIAL: Stephen Fleming to team up with MS Dhoni,Foma Ramteke,2921,http://www.sportskeeda.com/cricket/stephen-fleming-appointed-as-chief-coach-pune-franchise-ipl,2016-01-11T13:04:43+0000
116151972998_10153820282922999,Timeline Photos,Foma Ramteke,7137,https://www.facebook.com/SportsKeeda/photos/a.296831972998.145170.116151972998/10153820282922999/?type=3,2016-01-12T06:54:52+0000
116151972998_10153820256437999,Best players from the two teams ahead of the ODI series,Foma Ramteke,1077,http://www.sportskeeda.com/slideshow/cricket-india-australia-combined-xi,2016-01-12T11:07:56+0000
116151972998_10153820170702999,Timeline Photos,Foma Ramteke,22616,https://www.facebook.com/SportsKeeda/photos/a.296831972998.145170.116151972998/10153820170702999/?type=3,2016-01-14T05:12:13+0000
116151972998_10153820160482999,ICC CEO comments on Gayle's BBL controversy,Foma Ramteke,880,http://www.sportskeeda.com/cricket/gayles-bbl-comments-will-not-affect-cricket-icc-ceo-richardson,2016-01-11T11:05:13+0000
116151972998_10153820138987999,MS Dhoni talks about playing in the Big Bash League,Foma Ramteke,6533,http://www.sportskeeda.com/cricket/mahendra-singh-dhoni-talks-playing-big-bash-league,2016-01-14T05:59:18+0000
116151972998_10153820071487999,10 iconic images of Rahul Dravid that will give you goosebumps,Foma Ramteke,7057,http://www.sportskeeda.com/slideshow/10-iconic-images-of-rahul-dravid-that-will-give-you-goosebumps,2016-01-13T17:18:27+0000
116151972998_10153820024072999,Barinder Sran: Is he ready for international cricket?,Foma Ramteke,3768,http://www.sportskeeda.com/cricket/is-barinder-sran-ready-for-international-cricket,2016-01-12T16:51:45+0000
116151972998_10153820011287999,Timeline Photos,Foma Ramteke,11653,https://www.facebook.com/SportsKeeda/photos/a.296831972998.145170.116151972998/10153820011287999/?type=3,2016-01-13T10:18:25+0000
116151972998_10153819980087999,Rahul Dravid's letter to Kevin Pietersen on how to play spin,Foma Ramteke,8735,http://www.sportskeeda.com/cricket/rahul-dravid-letter-kevin-pietersen-spin?ref=sk,2016-01-14T07:49:29+0000
116151972998_10153819925097999,Latest ICC Twenty20 International Rankings,Foma Ramteke,2415,http://www.sportskeeda.com/cricket/three-teams-tied-top-spot-latest-icc-t20i-rankings,2016-01-11T15:54:56+0000
116151972998_10153819896422999,India's very own mystery fast bowler,Foma Ramteke,2130,http://www.sportskeeda.com/cricket/jasprit-bumrah-indias-mystery-fast-bowler,2016-01-11T17:45:09+0000
116151972998_10153819832132999,Australia XI announced for the 1st ODI against India,Foma Ramteke,1326,http://www.sportskeeda.com/cricket/joel-paris-scott-boland-set-to-debut-first-odi-against-india,2016-01-11T14:56:42+0000
116151972998_10153819816577999,Timeline Photos,Foma Ramteke,26536,https://www.facebook.com/SportsKeeda/photos/a.296831972998.145170.116151972998/10153819816577999/?type=3,2016-01-13T10:22:47+0000
116151972998_10153819793547999,Twitter wishes Rahul Dravid on his birthday,Foma Ramteke,1275,http://www.sportskeeda.com/topic/twitter-wishes-rahul-dravid-on-his-birthday,2016-01-12T19:20:13+0000
116151972998_10153819740732999,10 Greatest quotes on Rahul Dravid - The ideal team man,Foma Ramteke,1777,http://www.sportskeeda.com/slideshow/10-greatest-quotes-on-rahul-dravid-cricket-ideal-team-man?ref=sk,2016-01-11T08:56:42+0000
116151972998_10153819720437999,Timeline Photos,Foma Ramteke,4592,https://www.facebook.com/SportsKeeda/photos/a.296831972998.145170.116151972998/10153819720437999/?type=3,2016-01-13T05:51:50+0000
116151972998_10153819712577999,How Australian media has over-sensationalised Chris Gayle's on-air comments,Foma Ramteke,480,http://www.sportskeeda.com/cricket/austarlian-media-over-sensationalise-gayle-comments,2016-01-11T05:03:56+0000
116151972998_10153819658802999,Predicted India XI for the 1st Australia-India ODI,Foma Ramteke,198,http://www.sportskeeda.com/slideshow/cricket-predicted-india-xi-1st-australia-india-odi?ref=sk,2016-01-11T04:24:37+0000
116151972998_10153819641997999,Timeline Photos,Foma Ramteke,1275,https://www.facebook.com/SportsKeeda/photos/a.296831972998.145170.116151972998/10153819641997999/?type=3,2016-01-11T04:14:21+0000
116151972998_10153819629252999,Shahzad inspires Afghanistan to huge victory against Zimbabwe,Foma Ramteke,3187,http://www.sportskeeda.com/cricket/afghanistan-demolish-zimbabwe-to-win-t20i-series-2-0?ref=sk,2016-01-12T03:50:58+0000
116151972998_10153819609287999,"""Australia deserve the favourites tag""",Foma Ramteke,1477,http://www.sportskeeda.com/cricket/aaron-finch-feels-australia-deserve-to-be-the-favorites-against-india,2016-01-11T12:58:56+0000
116151972998_10153791933792999,EPL : Leicester City 0-0 Manchester City - Match Report,Foma Ramteke,552,http://www.sportskeeda.com/football/epl-leicester-city-0-0-manchester-city-match-report,2015-12-30T04:03:36+0000
116151972998_10153791725627999,Shahzad's unbeaten century helps Afghanistan take 2-0 lead over Zimbabwe,Foma Ramteke,2788,http://www.sportskeeda.com/cricket/mohammad-shahzads-unbeaten-century-helps-afghanistan-take-2-0-lead-over-zimbabwe,2015-12-30T04:44:57+0000
116151972998_10153791678697999,The future of BCCI's existence hinges on RM Lodha's report,Foma Ramteke,294,http://www.sportskeeda.com/cricket/future-of-bccis-existence-hinges-rm-lodhas-report,2015-12-29T19:22:38+0000
116151972998_10153791603382999,Sri Lanka name stand-in T20 captain for New Zealand series,Foma Ramteke,967,http://www.sportskeeda.com/cricket/dinesh-chandimal-replace-lasith-malinga-stand-in-t20-captain,2015-12-29T18:40:36+0000
116151972998_10153791581177999,England in command after Proteas batsmen falter,Foma Ramteke,1172,http://www.sportskeeda.com/cricket/south-africa-v-england-first-test-day-four-england-command-sa-batsmen-falter,2015-12-31T06:39:12+0000
116151972998_10153791509182999,BCCI directs India Under-19 team,Foma Ramteke,3352,http://www.sportskeeda.com/cricket/bcci-directs-india-under-19-players-not-to-attend-ipl-trials,2015-12-30T10:11:20+0000
116151972998_10153791451722999,Is time running out for Rohit Sharma to prove himself a Test cricketer?,Foma Ramteke,2605,http://www.sportskeeda.com/cricket/time-running-out-rohit-sharma-prove-test-cricketer,2015-12-29T16:40:06+0000
116151972998_10153791332987999,5 best moments of the Indian cricket team in 2015,Foma Ramteke,1641,http://www.sportskeeda.com/slideshow/cricket-5-best-moments-indian-cricket-team-2015,2015-12-30T14:17:19+0000
116151972998_10153791295787999,When Kapil Dev asked Dawood Ibrahim to leave the Indian dressing room,Foma Ramteke,3572,http://www.sportskeeda.com/cricket/when-kapil-dev-asked-dawood-ibrahim-leave-indian-dressing-room,2015-12-30T19:13:24+0000
116151972998_10153789046172999,RP Singh destroys Delhi's star studded line-up,Foma Ramteke,4757,http://www.sportskeeda.com/cricket/vijay-hazare-trophy-2015-16-final-gujarat-demolish-delhi-crowned-champions,2015-12-29T07:10:48+0000
116151972998_10153788985132999,Reports: Gary Kirsten to coach again in India,Foma Ramteke,9020,http://www.sportskeeda.com/cricket/reports-gary-kirsten-make-ipl-comeback-rajkot-coach,2015-12-29T14:03:51+0000
116151972998_10153788902207999,HUMOUR: 5 things that can happen in cricket in 2016,Foma Ramteke,2195,http://www.sportskeeda.com/slideshow/cricket-satire-5-things-that-can-happen-in-2016,2015-12-30T19:07:25+0000
116151972998_10153788842222999,Shami will play 2 matches before leaving for Australia,Foma Ramteke,3965,http://www.sportskeeda.com/cricket/mohammed-shami-play-for-bengal-syed-mushtaq-ali-trophy,2015-12-28T19:45:26+0000
116151972998_10153788768242999,Timeline Photos,Foma Ramteke,18006,https://www.facebook.com/SportsKeeda/photos/a.296831972998.145170.116151972998/10153788768242999/?type=3,2015-12-29T19:40:59+0000
116151972998_10153788725767999,"Stats: NZ vs SL, 2nd ODI - Records broken and created",Foma Ramteke,4959,http://www.sportskeeda.com/cricket/stats-new-zealand-vs-sri-lanka-second-odi-records-galore-for-the-kiwis,2015-12-30T20:57:06+0000
116151972998_10153788669377999,Timeline Photos,Foma Ramteke,6112,https://www.facebook.com/SportsKeeda/photos/a.296831972998.145170.116151972998/10153788669377999/?type=3,2015-12-29T11:16:36+0000
116151972998_10153788637507999,AB responds to rumours surrounding his retirement,Foma Ramteke,2812,http://www.sportskeeda.com/cricket/ab-de-villiers-responds-retirement-rumours-indicates-miss-ipl,2016-01-05T15:48:07+0000
116151972998_10153788597117999,The internet goes wild after Martin Guptill's super fast innings,Foma Ramteke,5089,http://www.sportskeeda.com/topic/twitter-reacts-to-martin-guptills-super-fast-innings,2015-12-28T15:35:04+0000
116151972998_10153789046172999,RP Singh destroys Delhi's star studded line-up,Foma Ramteke,4757,http://www.sportskeeda.com/cricket/vijay-hazare-trophy-2015-16-final-gujarat-demolish-delhi-crowned-champions,2015-12-29T07:10:48+0000
116151972998_10153788985132999,Reports: Gary Kirsten to coach again in India,Foma Ramteke,9020,http://www.sportskeeda.com/cricket/reports-gary-kirsten-make-ipl-comeback-rajkot-coach,2015-12-29T14:03:51+0000
116151972998_10153788902207999,HUMOUR: 5 things that can happen in cricket in 2016,Foma Ramteke,2195,http://www.sportskeeda.com/slideshow/cricket-satire-5-things-that-can-happen-in-2016,2015-12-30T19:07:25+0000
116151972998_10153788842222999,Shami will play 2 matches before leaving for Australia,Foma Ramteke,3965,http://www.sportskeeda.com/cricket/mohammed-shami-play-for-bengal-syed-mushtaq-ali-trophy,2015-12-28T19:45:26+0000
116151972998_10153788768242999,Timeline Photos,Foma Ramteke,18006,https://www.facebook.com/SportsKeeda/photos/a.296831972998.145170.116151972998/10153788768242999/?type=3,2015-12-29T19:40:59+0000
116151972998_10153788725767999,"Stats: NZ vs SL, 2nd ODI - Records broken and created",Foma Ramteke,4959,http://www.sportskeeda.com/cricket/stats-new-zealand-vs-sri-lanka-second-odi-records-galore-for-the-kiwis,2015-12-30T20:57:06+0000
116151972998_10153788669377999,Timeline Photos,Foma Ramteke,6112,https://www.facebook.com/SportsKeeda/photos/a.296831972998.145170.116151972998/10153788669377999/?type=3,2015-12-29T11:16:36+0000
116151972998_10153788637507999,AB responds to rumours surrounding his retirement,Foma Ramteke,2812,http://www.sportskeeda.com/cricket/ab-de-villiers-responds-retirement-rumours-indicates-miss-ipl,2016-01-05T15:48:07+0000
116151972998_10153788597117999,The internet goes wild after Martin Guptill's super fast innings,Foma Ramteke,5089,http://www.sportskeeda.com/topic/twitter-reacts-to-martin-guptills-super-fast-innings,2015-12-28T15:35:04+0000
116151972998_10153787128397999,Photos from Sportskeeda's post,Foma Ramteke,8136,https://www.facebook.com/SportsKeeda/photos/a.296831972998.145170.116151972998/10153787125742999/?type=3,2015-12-29T10:11:57+0000
116151972998_10153787091467999,Timeline Photos,Foma Ramteke,3477,https://www.facebook.com/SportsKeeda/photos/a.296831972998.145170.116151972998/10153787091467999/?type=3,2015-12-28T09:33:49+0000
116151972998_10153787071157999,Timeline Photos,Foma Ramteke,466,https://www.facebook.com/SportsKeeda/photos/a.296831972998.145170.116151972998/10153787071157999/?type=3,2015-12-28T09:45:42+0000
116151972998_10153787044607999,Stuart Broad runs through South Africa's top order,Foma Ramteke,938,http://www.sportskeeda.com/cricket/south-africa-england-first-test-day-two-match-evenly-poised-broad-runs-sa-top-order,2015-12-28T08:13:33+0000
116151972998_10153787014632999,World Champions Australia to get a new coach,Foma Ramteke,1457,http://www.sportskeeda.com/cricket/langer-australias-coach-2016-caribbean-tour,2015-12-30T10:08:35+0000
116151972998_10153786981417999,Timeline Photos,Foma Ramteke,5141,https://www.facebook.com/SportsKeeda/photos/a.296831972998.145170.116151972998/10153786981417999/?type=3,2015-12-28T14:21:29+0000
116151972998_10153786880162999,How fast bowler Ashish Nehra never gave up,Foma Ramteke,4531,http://www.sportskeeda.com/cricket/ashish-nehra-unnoticed-unappreciated,2015-12-28T07:16:53+0000
